"",".imp",".id","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat"
"518",0,518,518,"2024-08-18","EN",10.2833333333333,"21-25","Male","Single (never married)","University (Bachelor)","Newar (Newa)",NA,"Bhaktapur","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Personally have experienced injury, damage, or loss from an earthquake,Know family or friends who experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Recommended actions","I don’t know what I would do","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","Yes",1
"519",0,519,519,"2024-08-18","NE",25.5,"41-45","Male","Married","Secondary","Other","Muslim ","Rautahat","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Personally have experienced injury, damage, or loss from an earthquake,Know family or friends who experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, I may feel.","Radio message","Time available before shaking begins,Expected intensity of ground shaking,Expected duration of shaking","Try to reach my friends, family or anyone near me","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3
"520",0,520,520,"2024-08-18","EN",11.7833333333333,"26-30","Male","Single (never married)","University (Bachelor)","Other","Synashi","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","Yes",1
"521",0,521,521,"2024-08-18","NE",8.1,"36-40","Male","Married","University (Bachelor)","Bahun",NA,"Sindhupalchowk","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Personally have experienced injury, damage, or loss from an earthquake,Know family or friends who experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Expected intensity of ground shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2
"522",0,522,522,"2024-08-19","EN",8.66666666666667,"51-55","Male","Married","Post-graduate","Bahun",NA,"Kathmandu","Town","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin)","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,3
"523",0,523,523,"2024-08-19","NE",15.0333333333333,"41-45","Male","Married","Secondary","Other",NA,"Solukhumbu","Village","Personally felt an earthquake before,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city","Highly agree (Very worried)","I have never heard of it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2
"524",0,524,524,"2024-08-19","NE",8.18333333333333,"51-55","Male","Married","University (Bachelor)","Bahun",NA,"Morang","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1
"525",0,525,525,"2024-08-19","EN",8.08333333333333,"21-25","Male","Single (never married)","Secondary","Newar (Newa)",NA,"Sindhupalchowk","Town","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3
"526",0,526,526,"2024-08-19","EN",7.15,"21-25","Male","Single (never married)","University (Bachelor)","Chhetri",NA,"Kaski","Town","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I have no strong opinions about its implementation.","Useful","Yes",NA,3
"527",0,527,527,"2024-08-19","NE",17.75,"21-25","Male","Single (never married)","Secondary","Other","B k","Dang","City","Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Personally have experienced injury, damage, or loss from an earthquake,Know family or friends who experienced injury, damage, or loss from an earthquake,Struggled mentally following an earthquake,Have seen the effects of the earthquake on TV, social media, etc.",NA,NA,"For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0
"528",0,528,528,"2024-08-19","EN",4.33333333333333,"18-20","Male","Single (never married)","Secondary","Other",NA,NA,"Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Slightly agree ","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Magnitude of earthquake","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.",NA,NA,NA,2
"529",0,529,529,"2024-08-19","EN",7.55,"26-30","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Syangja","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","Yes",3
"530",0,530,530,"2024-08-19","EN",7.35,"18-20","Male","Single (never married)","Secondary","Newar (Newa)",NA,"Jhapa","Village","Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.)","Highly agree (Very worried)","I have never heard of it.","I don’t know","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,0
"531",0,531,531,"2024-08-19","EN",7.31666666666667,"36-40","Male","Married",NA,"Thakuri",NA,"Surkhet","City","Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Struggled mentally following an earthquake","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2
"532",0,532,532,"2024-08-19","NE",3.8,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Sindhuli","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Personally have experienced injury, damage, or loss from an earthquake,Know family or friends who experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake","Slightly agree ","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins",NA,"My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3
"533",0,533,533,"2024-08-20","EN",4.98333333333333,"21-25","Male","Single (never married)","Secondary","Newar (Newa)",NA,"Lalitpur","Town","Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.)","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1
"534",0,534,534,"2024-08-20","NE",5.21666666666667,NA,"Male","Married","Secondary",NA,NA,NA,"Village","Personally felt an earthquake before","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3
"535",0,535,535,"2024-08-20","EN",1.93333333333333,"18-20","Male","Single (never married)","University (Bachelor)","Magar",NA,"Rolpa","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.)","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Other","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.",NA,"Yes",NA,3
"536",0,536,536,"2024-08-20","EN",4.08333333333333,"31-35","Male","Married","Post-graduate","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.)","Neither agree nor disagree","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.",NA,NA,NA,NA,NA
"537",0,537,537,"2024-08-20","EN",3.61666666666667,NA,"Male","Single (never married)","Secondary","Tharu",NA,"Kailali","Village","I haven’t experienced any of the above","Slightly disagree ","I know what it is and how they work.","For all earthquakes that will certainly cause damage.","Mobile phone alert (app)","Expected intensity of ground shaking","Try to reach my friends, family or anyone near me","I would change my behavior depending on how big the earthquake was expected to be.","I think it probably shouldn’t be implemented, but I do not feel strongly about it.","Somewhat useless","Yes",NA,3
"538",0,538,538,"2024-08-20","EN",2.48333333333333,"21-25","Male","Single (never married)","Post-graduate","Madhesh",NA,NA,"City","Personally felt an earthquake before","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I have no strong opinions about its implementation.","Somewhat useful","Yes",NA,1
"539",0,539,539,"2024-08-20","EN",10.5,"26-30","Male","Single (never married)","University (Bachelor)","Bahun",NA,NA,"City","Observed earthquake loss in my neighborhood, village, or city","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,1
"540",0,540,540,"2024-08-20","EN",16.1,"26-30","Female","Single (never married)","University (Bachelor)","Other","Sherpa-Tibetan ","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,0
"541",0,541,541,"2024-08-20","EN",7.11666666666667,"21-25","Male","Single (never married)","Secondary","Magar",NA,"Kaski","City","Personally felt an earthquake before,Know family or friends who experienced injury, damage, or loss from an earthquake,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)",NA,"For all earthquakes, I may feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful",NA,NA,0
"542",0,542,542,"2024-08-20","EN",10.3666666666667,"21-25","Male","Single (never married)","Secondary","Other","Bk","Jhapa","Village","Personally felt an earthquake before,Know family or friends who experienced injury, damage, or loss from an earthquake","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey",NA,3
"543",0,543,543,"2024-08-20","EN",13.2333333333333,"21-25","Male","Single (never married)","Secondary","Chhetri",NA,"Tanahun","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Have seen the effects of the earthquake on TV, social media, etc.","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,0
"544",0,544,544,"2024-08-20","EN",7.96666666666667,"21-25","Male","Single (never married)","Secondary","Bahun",NA,"Jhapa","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Have seen the effects of the earthquake on TV, social media, etc.","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,1
"545",0,545,545,"2024-08-20","EN",9.18333333333333,"18-20","Male","Single (never married)","Secondary","Chhetri",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Slightly disagree ","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2
"546",0,546,546,"2024-08-20","EN",15.9833333333333,"36-40","Male","Married","Post-graduate","Bahun",NA,"Dailekh","Village","I haven’t experienced any of the above","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes that may cause damage.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Expected intensity of ground shaking,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1
"547",0,547,547,"2024-08-20","NE",8.01666666666667,"18-20","Male","Single (never married)","University (Bachelor)","Newar (Newa)",NA,"Jhapa","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Personally have experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Social media (Facebook, Twitter)","Time available before shaking begins,Expected intensity of ground shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I have no strong opinions about its implementation.","Somewhat useful","Yes",NA,1
"548",0,548,548,"2024-08-20","EN",3.43333333333333,"18-20","Male","Single (never married)","University (Bachelor)","Tharu",NA,"Sunsari","City","Personally felt an earthquake before","Slightly agree ","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1
"549",0,549,549,"2024-08-21","NE",14.05,"31-35","Male","Married","University (Bachelor)","Chhetri",NA,"Achham","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1
"550",0,550,550,"2024-08-21","NE",8.2,"31-35","Male","Married","University (Bachelor)","Bahun",NA,"Bajura","Village","Personally felt an earthquake before,Know family or friends who experienced injury, damage, or loss from an earthquake,Have seen the effects of the earthquake on TV, social media, etc.,I haven’t experienced any of the above","Slightly disagree ","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Expected duration of shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,1
"551",0,551,551,"2024-08-21","EN",8.63333333333333,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Kathmandu","Town","Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin)","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3
"552",0,552,552,"2024-08-21","EN",10.8833333333333,"56-60","Male","Married","University (Bachelor)","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Struggled mentally following an earthquake,Have seen the effects of the earthquake on TV, social media, etc.","Slightly agree ","I know what it is and how they work.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1
"553",0,553,553,"2024-08-21","EN",16.1,"18-20","Male","Single (never married)","Secondary","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before","Highly agree (Very worried)","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3
"554",0,554,554,"2024-08-21","EN",9.65,"31-35","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Morang","Village","Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Observed earthquake loss in my neighborhood, village, or city","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1
"555",0,555,555,"2024-08-21","NE",12.85,"41-45","Male","Married","Post-graduate","Magar",NA,"Surkhet","City","Personally felt an earthquake before","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2
"556",0,556,556,"2024-08-21","EN",5.16666666666667,"21-25","Male","Single (never married)","University (Bachelor)","Madhesh",NA,"Dhanusha","City","Personally felt an earthquake before","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0
"557",0,557,557,"2024-08-21","EN",17.9,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2
"558",0,558,558,"2024-08-21","NE",20.5833333333333,"21-25","Male","Single (never married)","Secondary","Chhetri",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I think it is a good thing to implement but not a priority.","Somewhat useful","Yes",NA,3
"559",0,559,559,"2024-08-21","EN",11.8166666666667,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Parbat","Town","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Personally have experienced injury, damage, or loss from an earthquake,Know family or friends who experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Neither agree nor disagree","I have heard of it but do not know anything about it.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1
"560",0,560,560,"2024-08-21","EN",10.15,"21-25","Male","Single (never married)","Secondary","Yadav",NA,"Kathmandu","City","Personally felt an earthquake before","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1
